0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
0 1:-1.6749	2:-5.9262	3:-0.89735	4:-3.1749	
0 1:3.6908	2:5.0601	3:0.1141	4:0.15643	
0 1:1.0709	2:0.95575	3:-0.97843	4:-0.87325	
0 1:-1.8075	2:-0.40477	3:-5.0472	4:-1.1303	
0 1:0.80504	2:0.8173	3:-0.5593	4:-0.56782	
0 1:0.16115	2:0.79431	3:-0.067228	4:-0.33136	
0 1:10.2868	2:3.2115	3:-1.6249	4:-0.50729	
0 1:-0.22911	2:-0.15256	3:3.2093	4:2.137	
0 1:-3675.2079	2:-3939.8228	3:-3674.8714	4:-3939.4621	
0 1:-2.8367	2:-2.3515	3:-3.7444	4:-3.1038	
0 1:-3.2509	2:-3.7477	3:-4.6186	4:-5.3244	
0 1:-0.77009	2:-0.53745	3:-2.8632	4:-1.9982	
0 1:-2.0944	2:-2.8227	3:-1.2957	4:-1.7462	
0 1:-0.21143	2:-0.40718	3:-0.11991	4:-0.23093	
0 1:-0.32067	2:-0.61036	3:-1.8031	4:-3.4321	
0 1:-2.3397	2:-2.1738	3:-1.2414	4:-1.1534	
0 1:-2.4613	2:-2.4542	3:2.2506	4:2.2441	
0 1:4.4379	2:4.346	3:1.6977	4:1.6625	
0 1:-4.7377	2:-2.4009	3:-4.9041	4:-2.4851	
0 1:-6.4895	2:-3.2097	3:-4.7444	4:-2.3466	
0 1:-2.9849	2:-1.0141	3:-4.3068	4:-1.4632	
0 1:-5.5573	2:-2.6529	3:-6.3181	4:-3.016	
0 1:-1.9407	2:-2.3016	3:-4.342	4:-5.1494	
0 1:-2.5669	2:-3.1751	3:-1.1315	4:-1.3996	
0 1:2.8115	2:3.9602	3:0.59925	4:0.84408	
0 1:3.8723	2:1.0827	3:5.4957	4:1.5366	
0 1:-2.289	2:-1.6688	3:-0.39965	4:-0.29136	
0 1:-12.7076	2:-7.0641	3:-10.3151	4:-5.7341	
0 1:2.3075	2:4.2613	3:-0.032996	4:-0.060935	
0 1:-3312.1904	2:-5226.1301	3:-3313.2596	4:-5227.8172	
0 1:0.45967	2:3.1663	3:-0.098747	4:-0.68019	
0 1:3.0298	2:1.2858	3:2.4247	4:1.029	
0 1:0.3153	2:0.64061	3:0.78928	4:1.6036	
0 1:0.72129	2:0.52699	3:-2.2152	4:-1.6185	
0 1:1.3708	2:1.2809	3:2.2078	4:2.0629	
0 1:0.45491	2:0.28363	3:-1.0479	4:-0.65338	
0 1:-1.3771	2:-0.56484	3:-2.7245	4:-1.1175	
0 1:-3.8244	2:-3.0141	3:-4.3564	4:-3.4334	
0 1:-0.58773	2:-0.55917	3:-0.51694	4:-0.49181	
0 1:0.67686	2:0.48122	3:-0.37875	4:-0.26928	
0 1:-0.20941	2:-0.37007	3:-0.12652	4:-0.22358	
0 1:0.2316	2:1.2193	3:-0.3744	4:-1.9711	
0 1:-0.89157	2:-0.45976	3:-0.58577	4:-0.30207	
0 1:-1.8298	2:-1.9806	3:5542.4861	4:5999.3935	
0 1:-0.34353	2:-1.0833	3:0.19943	4:0.62889	
0 1:-1.7195	2:-0.81694	3:-0.76257	4:-0.3623	
0 1:-1162.2541	2:-9898.0609	3:-1161.5911	4:-9892.4151	
0 1:-0.4877	2:-1.8935	3:0.59982	4:2.3289	
0 1:-19.5217	2:-7.5842	3:-20.216	4:-7.8539	
0 1:-0.32773	2:-0.52026	3:-2.4052	4:-3.8182	
0 1:-2080.9724	2:-8718.202	3:-2081.4063	4:-8720.0198	
0 1:0.84108	2:3.1995	3:0.62075	4:2.3613	
0 1:0.82063	2:0.61604	3:-0.78492	4:-0.58924	
0 1:1.9344	2:1.6423	3:1.0729	4:0.91086	
0 1:-3.8871	2:-4.4376	3:-3.1106	4:-3.5511	
0 1:-1.76	2:-3.9774	3:-1.9115	4:-4.3197	
0 1:4.1965	2:2.4636	3:-2.8295	4:-1.6611	
0 1:0.65153	2:2.5699	3:0.03956	4:0.15604	
0 1:1.6308	2:2.9658	3:1.5827	4:2.8784	
0 1:-1.3835	2:-4.7334	3:-1.0859	4:-3.7154	
0 1:3.5527	2:1.1467	3:-0.32753	4:-0.10572	
0 1:-8648.4613	2:-3614.7282	3:-8654.4432	4:-3617.2284	
0 1:-3.6846	2:-1.248	3:-5.8465	4:-1.9802	
0 1:-0.20786	2:-0.67606	3:-0.64755	4:-2.1062	
0 1:-5.6973	2:-4.194	3:1.915	4:1.4097	
0 1:0.58441	2:0.4056	3:2.7066	4:1.8785	
0 1:-0.00024358	2:-0.00047596	3:1.9211	4:3.7539	
0 1:0.036791	2:0.087485	3:-0.10194	4:-0.24241	
0 1:2.5106	2:5.2404	3:1.1082	4:2.3131	
0 1:0.28818	2:0.57235	3:1.591	4:3.1599	
0 1:2708.946	2:2470.3445	3:2711.8347	4:2472.9788	
0 1:1475.9708	2:5796.1221	3:0.49987	4:1.963	
0 1:1977.3444	2:3813.8036	3:-0.23581	4:-0.45481	
0 1:3653.3101	2:4082.1149	3:-1.2348	4:-1.3797	
0 1:6202.2225	2:5514.2209	3:0.79045	4:0.70276	
0 1:10.6037	2:10.6037	3:1.2571	4:1.2571	
0 1:3.982	2:6.1286	3:-1.6621	4:-2.5581	
0 1:-3.153	2:-4.5476	3:-7.9979	4:-11.5354	
0 1:-1.3449	2:-3.4331	3:0.0043049	4:0.010989	
0 1:0.03523	2:0.012291	3:-0.36405	4:-0.12701	
0 1:3.5572	2:1.4119	3:0.082773	4:0.032853	
0 1:0.65016	2:1.2066	3:1.1422	4:2.1197	
0 1:7935.3745	2:7068.5411	3:10.3234	4:9.1957	
0 1:17.8568	2:21.9967	3:1.1082	4:1.3652	
0 1:-4.0996	2:-2.2984	3:3.8162	4:2.1396	
0 1:-2.6002	2:-3.0889	3:-2.5344	4:-3.0108	
0 1:0.18113	2:0.1264	3:0.61099	4:0.42638	
0 1:-0.34341	2:-0.00015531	3:-0.2395	4:-0.00010832	
0 1:-0.69972	2:-0.68622	3:0.48822	4:0.4788	
0 1:-7.1416	2:-0.0061824	3:1147.4224	4:0.99332	
0 1:-0.18691	2:-0.00019386	3:0.41153	4:0.00042683	
0 1:2.2347	2:1.5648	3:0.37969	4:0.26588	
0 1:-0.80796	2:-0.2871	3:-1.6766	4:-0.59577	
0 1:0.35359	2:0.45718	3:-3.8979	4:-5.0399	
0 1:32.6758	2:34.1438	3:0.83322	4:0.87065	
0 1:8.8813	2:6.0333	3:1.6434	4:1.1164	
0 1:2.8959	2:3.9609	3:3.8683	4:5.2908	
0 1:5.3119	2:4.9055	3:7.2861	4:6.7287	
0 1:6.8854	2:10.3125	3:-0.31006	4:-0.46439	
0 1:-3.2724	2:-11.0569	3:-3.7675	4:-12.7299	
0 1:1.8815	2:2.8625	3:4.8486	4:7.3767	
0 1:0.11171	2:0.1179	3:-1.5689	4:-1.6558	
0 1:3.371	2:8.8197	3:3.2714	4:8.559	
0 1:-2.0987	2:-3.6657	3:-1.1325	4:-1.9781	
0 1:-0.57594	2:-0.46957	3:2.3038	4:1.8783	
0 1:-1.3927	2:-2.2244	3:6.911	4:11.0387	
0 1:-0.20504	2:-0.37422	3:5.6728	4:10.3533	
0 1:10.7572	2:3.4785	3:5.2308	4:1.6915	
0 1:0.86219	2:0.31597	3:65.7864	4:24.1089	
0 1:3.966	2:3.8481	3:7.0068	4:6.7986	
0 1:-0.30409	2:-0.9482	3:1.5103	4:4.7094	
0 1:23.2813	2:2.7232	3:-17.1295	4:-2.0037	
0 1:4.6323	2:9.8687	3:-0.061644	4:-0.13133	
0 1:1.3827	2:2.5655	3:-0.2126	4:-0.39447	
0 1:-1.9191	2:-3.8967	3:0.22457	4:0.45598	
0 1:-4.2644	2:-3.1211	3:-2.6179	4:-1.916	
0 1:-2.7759	2:-4.4393	3:-6.8061	4:-10.8845	
0 1:0.2737	2:0.33787	3:1.0172	4:1.2557	
0 1:2.9189	2:10.8343	3:1.0153	4:3.7688	
0 1:-6.012	2:-9.253	3:-7.3021	4:-11.2384	
0 1:-1.0746	2:-4.2502	3:-0.18831	4:-0.7448	
0 1:-1.6124	2:-2.0655	3:-1.0489	4:-1.3437	
0 1:-0.44907	2:-2.4274	3:-0.97057	4:-5.2463	
0 1:-1.8193	2:-0.89859	3:0.78776	4:0.38908	
0 1:-2.9117	2:-1.8545	3:-5.5093	4:-3.509	
0 1:-10.8896	2:-7.367	3:-14.0998	4:-9.5387	
0 1:1.2717	2:1.0996	3:-1.2291	4:-1.0627	
0 1:-3.9485	2:-7.2102	3:-3.9151	4:-7.1492	
0 1:-3.3234	2:-7.1424	3:-3.956	4:-8.502	
0 1:-1.8175	2:-2.8703	3:-0.4196	4:-0.66265	
0 1:0.87731	2:1.3903	3:-6.2495	4:-9.9039	
0 1:-1.6724	2:-1.3403	3:-2.1596	4:-1.7307	
0 1:0.82102	2:2.1355	3:0.60251	4:1.5671	
0 1:-1.0829	2:-1.7962	3:-1.5376	4:-2.5505	
0 1:14.6258	2:10.6044	3:6.1486	4:4.4581	
0 1:0.096285	2:0.31272	3:-1.1467	4:-3.7245	
0 1:-5.5454	2:-11.9319	3:-4.058	4:-8.7315	
0 1:-3.9744	2:-5.3835	3:-2.8023	4:-3.7958	
0 1:-11.4991	2:-6.4969	3:-11.1336	4:-6.2904	
0 1:-6733.296	2:-4342.3743	3:-6732.9815	4:-4342.1715	
0 1:-5.3772	2:-23.0572	3:-3.8908	4:-16.6839	
0 1:-0.74946	2:-1.4658	3:-1.1086	4:-2.1682	
0 1:-1.005	2:-1.8807	3:-1.3132	4:-2.4575	
0 1:-0.88958	2:-1.0857	3:-0.60222	4:-0.73499	
0 1:-3.9523	2:-3.1145	3:-3.4077	4:-2.6853	
0 1:-0.16084	2:-0.10768	3:0.63357	4:0.42416	
0 1:-5562.5231	2:-3848.6162	3:-5564.0768	4:-3849.6912	
0 1:-12.1017	2:-6.2509	3:-15.07	4:-7.7841	
0 1:2.4477	2:5.351	3:0.51616	4:1.1284	
0 1:-0.19666	2:-0.43774	3:0.16539	4:0.36814	
0 1:-6.2823	2:-8.7365	3:-8.0692	4:-11.2213	
0 1:2.653	2:2.0804	3:2.2377	4:1.7547	
0 1:-2.766	2:-9.8766	3:-2.2704	4:-8.1069	
0 1:-2.2182	2:-2.4352	3:-1.9814	4:-2.1752	
0 1:-0.18351	2:-1.5753	3:0.30234	4:2.5953	
0 1:3.8084	2:2.3998	3:-0.46126	4:-0.29066	
0 1:-3.0793	2:-2.7063	3:-3.1291	4:-2.75	
0 1:-3.8535	2:-4.1729	3:-5.5877	4:-6.0508	
0 1:-5.1144	2:-3.3464	3:-6.4245	4:-4.2036	
0 1:-1.3532	2:-2.1629	3:-0.1542	4:-0.24647	
0 1:-0.57347	2:-0.9881	3:-0.36988	4:-0.6373	
0 1:-4.214	2:-9.2227	3:-5.4276	4:-11.8788	
0 1:-1.0487	2:-3.4934	3:0.051574	4:0.17181	
0 1:-0.34862	2:-0.3866	3:1.5482	4:1.7168	
0 1:2.1473	2:1.6882	3:-1.5	4:-1.1793	
0 1:2.2465	2:1.8904	3:-2.3533	4:-1.9803	
0 1:-5548.8614	2:-7002.8535	3:-5551.6318	4:-7006.3499	
0 1:0.78199	2:0.83193	3:-1.4645	4:-1.558	
0 1:-2736.1928	2:-6861.2192	3:-2734.967	4:-6858.1454	
0 1:-10.6402	2:-5.2094	3:-8.971	4:-4.3922	
0 1:-1.461	2:-0.76746	3:-4.228	4:-2.221	
0 1:-5.7569	2:-5.4607	3:-5.3751	4:-5.0985	
0 1:4.5524	2:0.97552	3:-5.6734	4:-1.2157	
0 1:-6738.5898	2:-5258.7675	3:-6739.0447	4:-5259.1225	
0 1:-6.3789	2:-16.2708	3:-6.5643	4:-16.7437	
0 1:-4.2568	2:-5.5278	3:-4.6655	4:-6.0585	
0 1:-2.5283	2:-1.9916	3:-3.1148	4:-2.4535	
0 1:-3.2217	2:-0.82647	3:-4.6166	4:-1.1843	
0 1:-49.9972	2:-84.1265	3:-49.6365	4:-83.5195	
0 1:-2.1203	2:-2.2462	3:-0.69897	4:-0.74049	
0 1:-0.39602	2:-0.86617	3:0.16873	4:0.36905	
0 1:-1.5212	2:-1.7115	3:-1.4976	4:-1.685	
0 1:0.2198	2:0.19446	3:-2.2893	4:-2.0253	
0 1:-4.5744	2:-5.8277	3:-4.6499	4:-5.9238	
0 1:-1.012	2:-4.0968	3:-0.37019	4:-1.4985	
0 1:-19.0967	2:-16.1129	3:-18.839	4:-15.8954	
0 1:-2.5645	2:-3.1957	3:-0.96779	4:-1.206	
0 1:-4.3566	2:-9.8962	3:-4.9063	4:-11.1449	
0 1:-6.8807	2:-3.7976	3:-6.6786	4:-3.686	
0 1:0.93778	2:0.50579	3:0.19934	4:0.10751	
0 1:-2.9044	2:-5.6262	3:-2.5717	4:-4.9817	
0 1:0.58522	2:0.44033	3:-4.2355	4:-3.1868	
0 1:-1.0978	2:-1.7136	3:0.00899	4:0.014032	
0 1:-0.17577	2:-0.30255	3:-1.2074	4:-2.0782	
0 1:-1.9445	2:-2.55	3:-0.67825	4:-0.88946	
0 1:-0.42352	2:-1.9778	3:-0.26865	4:-1.2545	
0 1:-2.7497	2:-4.0642	3:-1.1127	4:-1.6446	
0 1:-2.2029	2:-2.3704	3:-5.3906	4:-5.8006	
0 1:-0.033833	2:-0.070639	3:-1.0157	4:-2.1207	
0 1:-1.4734	2:-1.3695	3:-2.007	4:-1.8655	
0 1:-1.5716	2:-1.3934	3:-1.8082	4:-1.6032	
0 1:-4.9552	2:-9.2967	3:-0.9626	4:-1.806	
0 1:1.2853	2:3.6831	3:-0.33605	4:-0.96296	
0 1:1.3457	2:1.0741	3:1.7706	4:1.4132	
0 1:-2.6516	2:-4.4974	3:-2.2591	4:-3.8318	
0 1:1.7756	2:1.78	3:0.28683	4:0.28755	
0 1:-3242.203	2:-11817.2474	3:-3242.0754	4:-11816.7822	
0 1:-8.2442	2:-15.7843	3:-7.2331	4:-13.8484	
0 1:-3.023	2:-10.4238	3:-1.8825	4:-6.4913	
0 1:-2.6655	2:-5.1974	3:-2.6928	4:-5.2506	
0 1:-0.63768	2:-0.61525	3:-2.8396	4:-2.7397	
0 1:0.076882	2:0.64837	3:-1.117	4:-9.4199	
0 1:-5.8165	2:-4.3112	3:-4.8141	4:-3.5683	
0 1:-4.7529	2:-3.4668	3:-4.7722	4:-3.4808	
0 1:-0.23873	2:-3.6743	3:-0.020925	4:-0.32206	
0 1:810.6338	2:2011.4032	3:810.7888	4:2011.788	
0 1:-2321.9411	2:-590.8358	3:-2318.9587	4:-590.0769	
0 1:0.92908	2:0.00068669	3:4.8928	4:0.0036163	
0 1:-0.061118	2:-0.061063	3:0.93739	4:0.93656	
0 1:-128.8807	2:-41.1089	3:-119.0359	4:-37.9687	
0 1:-236.0457	2:-88.2497	3:-237.8272	4:-88.9157	
0 1:-1689.9484	2:-679.0082	3:-1685.5222	4:-677.2297	
0 1:-2556.7945	2:-1169.5918	3:-0.045253	4:-0.020701	
0 1:-0.58794	2:-0.85833	3:-0.95751	4:-1.3979	
0 1:-16.2663	2:-0.0095878	3:-17.5144	4:-0.010323	
0 1:-32.1833	2:-0.014641	3:2161.8283	4:0.98348	
0 1:-73.325	2:-21.1145	3:-72.4921	4:-20.8747	
0 1:705.1291	2:636.8926	3:705.0462	4:636.8177	
0 1:-0.17651	2:-0.11008	3:2.1499	4:1.3407	
0 1:0.4335	2:1.1247	3:2347.2618	4:6090.0775	
0 1:1.7595	2:1.0621	3:-0.87211	4:-0.52644	
0 1:4.7162	2:9.4174	3:-0.21463	4:-0.42857	
0 1:-11.8267	2:-71.3029	3:-14.6945	4:-88.5924	
0 1:56.8272	2:154.1585	3:-1.4756	4:-4.003	
0 1:1883.0449	2:5559.7634	3:-1.0742	4:-3.1716	
0 1:4815.6063	2:6602.4696	3:0.2298	4:0.31506	
0 1:2939.2888	2:5365.4731	3:1.2051	4:2.1999	
0 1:3559.918	2:4723.1589	3:-0.54904	4:-0.72845	
0 1:10049.2389	2:6932.5184	3:-7.7665	4:-5.3578	
0 1:4.5806	2:5.8335	3:2.1646	4:2.7567	
0 1:5877.3387	2:5382.3652	3:2.9407	4:2.693	
0 1:7703.0359	2:5790.5947	3:3.9443	4:2.9651	
0 1:3.1993	2:1.3586	3:-3.1903	4:-1.3547	
0 1:-4116.0641	2:-4800.1092	3:-4115.9344	4:-4799.9579	
0 1:2.0516	2:1.513	3:-2.6793	4:-1.9759	
0 1:-15.6807	2:-6.6383	3:-9.9503	4:-4.2124	
0 1:0.71793	2:2.5318	3:0.099642	4:0.35139	
0 1:-5.5614	2:-4.6636	3:-5.3453	4:-4.4824	
0 1:-0.00044131	2:-0.0019096	3:-0.19771	4:-0.85551	
0 1:-2933.9944	2:-4056.2757	3:-2933.8432	4:-4056.0666	
0 1:-2.5983	2:-3.9144	3:-2.9758	4:-4.4831	
0 1:-1.823	2:-2.0923	3:-3.275	4:-3.7588	
0 1:0.65023	2:0.73806	3:-0.60717	4:-0.68918	
0 1:4.1285	2:4.3594	3:2.0855	4:2.2021	
0 1:-4.5068	2:-2.7269	3:-5.2057	4:-3.1498	
0 1:-3.1713	2:-4.4001	3:-5.0622	4:-7.0237	
0 1:-10.2345	2:-5.5325	3:-7.5309	4:-4.071	
0 1:10.0525	2:2.0659	3:5.6341	4:1.1579	
0 1:0.17909	2:0.21288	3:-0.14183	4:-0.16859	
0 1:-0.14239	2:-0.18207	3:1.0803	4:1.3813	
0 1:-0.8032	2:-1.0628	3:-1.4461	4:-1.9134	
0 1:-1.0695	2:-0.84971	3:-0.50602	4:-0.40204	
0 1:-2.4887	2:-4.1799	3:-2.7718	4:-4.6554	
0 1:-4.1632	2:-6.334	3:-6.0709	4:-9.2365	
0 1:-2.0074	2:-9.4497	3:-1.588	4:-7.4752	
0 1:-3.0072	2:-2.6264	3:-3.502	4:-3.0586	
0 1:5.2668	2:1.3344	3:-5.4929	4:-1.3917	
0 1:-1.2994	2:-2.1461	3:-0.017136	4:-0.028302	
0 1:-0.50112	2:-0.88526	3:-0.49732	4:-0.87855	
0 1:4.9921	2:4.9949	3:-2.1048	4:-2.106	
0 1:-1.6452	2:-1.8183	3:-1.9871	4:-2.1962	
0 1:-1.3322	2:-1.7692	3:-1.9578	4:-2.6	
0 1:-1.6144	2:-5.0375	3:-0.5274	4:-1.6457	
0 1:-0.14434	2:-0.27199	3:-0.46535	4:-0.87691	
0 1:-2.5078	2:-2.4131	3:-1.4961	4:-1.4397	
0 1:2.8393	2:4.8126	3:-0.40925	4:-0.69369	
0 1:0.76489	2:1.6534	3:2.8454	4:6.1507	
0 1:-3.5281	2:-3.4406	3:-1.7219	4:-1.6792	
0 1:-3.2871	2:-0.42697	3:-16.8014	4:-2.1824	
0 1:0.64733	2:1.6909	3:-2.0033	4:-5.233	
0 1:14.7087	2:1.938	3:4.1602	4:0.54813	
0 1:0.55289	2:0.86979	3:-0.070018	4:-0.11015	
0 1:-0.94346	2:-1.2755	3:-0.54495	4:-0.73673	
0 1:18.9823	2:3.6553	3:4.5551	4:0.87715	
0 1:-2.2237	2:-2.1456	3:7702.3856	4:7432.1865	
0 1:6.6729	2:7.5698	3:4.5548	4:5.1671	
0 1:0.5628	2:0.51514	3:-4.5841	4:-4.1959	
0 1:2.5445	2:1.6499	3:-1.3409	4:-0.86948	
0 1:12.4552	2:3.1209	3:5.2124	4:1.3061	
0 1:-2.2443	2:-2.9426	3:-3.7933	4:-4.9736	
0 1:-0.26583	2:-1.6772	3:0.082432	4:0.5201	
0 1:4.3948	2:7.5519	3:-0.57896	4:-0.99487	
0 1:2826.6049	2:5272.654	3:0.024789	4:0.046241	
0 1:3.7562	2:4.3998	3:1.4987	4:1.7554	
0 1:-1.7368	2:-2.6762	3:-1.8262	4:-2.814	
0 1:-0.54659	2:-1.0309	3:0.42602	4:0.80351	
0 1:-4.8018	2:-3.8543	3:-3.3222	4:-2.6667	
0 1:-17.0911	2:-10.6477	3:-20.5327	4:-12.7918	
0 1:-0.50965	2:-0.31083	3:0.75935	4:0.46313	
0 1:-2.4248	2:-3.6716	3:-2.8824	4:-4.3645	
0 1:0.75501	2:2.0149	3:0.96485	4:2.5749	
0 1:-3.7495	2:-10.4944	3:-3.0559	4:-8.5531	
0 1:-2.6099	2:-3.5328	3:-4.8841	4:-6.6113	
0 1:-1.2443	2:-0.86477	3:0.44389	4:0.30849	
0 1:0.78025	2:1.1116	3:3.4615	4:4.9314	
0 1:0.34428	2:1.9985	3:-1.093	4:-6.3449	
0 1:0.48278	2:1.3	3:0.090249	4:0.24302	
0 1:2.4697	2:2.1563	3:0.6718	4:0.58655	
0 1:-8979.4809	2:-8474.5557	3:-8990.5024	4:-8484.9574	
0 1:-4.9961	2:-8.1166	3:-5.5899	4:-9.0814	
0 1:1.587	2:1.1696	3:0.28339	4:0.20885	
0 1:-5.2442	2:-11.6199	3:-6.5885	4:-14.5985	
0 1:-0.44038	2:-0.37259	3:-1.653	4:-1.3985	
0 1:-1.2581	2:-2.9003	3:-1.9232	4:-4.4336	
0 1:-1.0344	2:-1.9465	3:0.65904	4:1.2401	
0 1:-5.5041	2:-3.5326	3:-4.9776	4:-3.1947	
0 1:-2.6051	2:-0.75059	3:-8.5238	4:-2.4559	
0 1:3.595	2:3.939	3:-1.001	4:-1.0968	
0 1:-0.013002	2:-0.011352	3:-0.50851	4:-0.44396	
0 1:0.4341	2:2.1059	3:-0.12096	4:-0.58678	
0 1:-51.8874	2:-54.3709	3:-50.0098	4:-52.4034	
0 1:3.7784	2:1.8359	3:5.3895	4:2.6188	
0 1:-4369.2313	2:-16393.1843	3:-4376.0455	4:-16418.751	
0 1:-2.8883	2:-1.7093	3:-3.2338	4:-1.9138	
0 1:-4.6717	2:-6.2768	3:-4.5131	4:-6.0638	
0 1:1.6832	2:2.0217	3:0.63135	4:0.75831	
0 1:0.23717	2:0.14448	3:-3.6422	4:-2.2188	
0 1:-0.61957	2:-1.3194	3:-0.97609	4:-2.0787	
0 1:0.45374	2:3.8265	3:0.86725	4:7.3136	
0 1:-6186.8094	2:-5188.2568	3:-6192.0876	4:-5192.6831	
0 1:-0.69551	2:-0.63086	3:-1.7371	4:-1.5756	
0 1:-0.56454	2:-1.369	3:0.84763	4:2.0555	
0 1:-7802.1402	2:-2984.8886	3:-7802.9711	4:-2985.2065	
0 1:-3.1363	2:-6.588	3:-2.4048	4:-5.0515	
0 1:-3.3403	2:-2.6804	3:-0.79047	4:-0.63431	
0 1:-3.5912	2:-4.8691	3:-1.4647	4:-1.986	
0 1:1.2571	2:2.0802	3:-0.077329	4:-0.12795	
0 1:1.5013	2:0.3692	3:-3.5378	4:-0.87	
0 1:0.50462	2:1.5767	3:-0.64829	4:-2.0256	
0 1:2.6673	2:4.5889	3:-0.31315	4:-0.53875	
0 1:-3.6563	2:-10.042	3:-3.3197	4:-9.1176	
0 1:-2.0803	2:-3.6061	3:-1.3088	4:-2.2686	
0 1:-4.373	2:-3.559	3:1.0961	4:0.89206	
0 1:-0.1065	2:-0.2905	3:-0.39555	4:-1.079	
0 1:-1.6987	2:-4.4122	3:-1.996	4:-5.1846	
0 1:2.1979	2:0.61774	3:-4.6911	4:-1.3185	
0 1:-4.5297	2:-3.7884	3:-3.1592	4:-2.6422	
0 1:-6772.9887	2:-5340.615	3:-6774.2755	4:-5341.6297	
0 1:0.1475	2:0.34392	3:-1.0733	4:-2.5025	
0 1:-1.2877	2:-2.4165	3:-1.508	4:-2.8301	
0 1:-0.66647	2:-2.9595	3:-0.44093	4:-1.9579	
0 1:-9.6112	2:-17.6551	3:-7.0755	4:-12.9972	
0 1:-1914.6324	2:-6100.5786	3:-1915.6714	4:-6103.8892	
0 1:-1.1093	2:-1.1564	3:-1.5826	4:-1.6499	
0 1:0.46697	2:0.36937	3:-2.1554	4:-1.7049	
0 1:-1.5828	2:-3.5974	3:-0.92233	4:-2.0963	
0 1:-1.9019	2:-1.9473	3:-1.9275	4:-1.9735	
0 1:0.68676	2:2.597	3:-0.58019	4:-2.194	
0 1:0.10475	2:0.54517	3:0.17479	4:0.90966	
0 1:-1.9289	2:-12.0606	3:-1.9776	4:-12.3648	
0 1:-4.1301	2:-4.1886	3:-2.091	4:-2.1206	
0 1:-0.97003	2:-2.2733	3:-2.627	4:-6.1565	
0 1:0.43141	2:1.928	3:-1.1777	4:-5.2633	
0 1:-7664.0692	2:-7982.3384	3:-7672.572	4:-7991.1943	
0 1:-11.6084	2:-11.5146	3:-10.7465	4:-10.6596	
0 1:-4121.0298	2:-10443.8815	3:-4119.9476	4:-10441.139	
0 1:-19.2382	2:-16.0413	3:-18.0753	4:-15.0717	
0 1:-3.2246	2:-10.9974	3:-3.1032	4:-10.5834	
0 1:-1.222	2:-3.7088	3:-0.82485	4:-2.5035	
0 1:-1.7554	2:-2.938	3:-1.4754	4:-2.4694	
0 1:-2739.939	2:-5822.8467	3:-2741.123	4:-5825.363	
0 1:-3.7438	2:-4.47	3:-5.3976	4:-6.4446	
0 1:-2144.019	2:-4339.1521	3:-2145.4243	4:-4341.9964	
0 1:-2.5324	2:-2.8562	3:-2.2938	4:-2.5871	
0 1:3.2032	2:1.1414	3:-10.7456	4:-3.829	
0 1:-8070.187	2:-9536.2403	3:-8077.5378	4:-9544.9265	
0 1:-9.9583	2:-24.3515	3:-12.6223	4:-30.866	
0 1:-1.1794	2:-0.90628	3:-3.3902	4:-2.6051	
0 1:-0.93051	2:-1.651	3:-1.4835	4:-2.6322	
0 1:-7.7741	2:-17.0422	3:-8.0812	4:-17.7155	
0 1:-0.35507	2:-0.65508	3:-0.48725	4:-0.89893	
0 1:-4.5158	2:-3.8208	3:-2.0984	4:-1.7755	
0 1:-0.36067	2:-0.35469	3:-0.79341	4:-0.78025	
0 1:-2.8243	2:-6.1919	3:-2.3917	4:-5.2434	
0 1:-0.089013	2:-0.13562	3:-0.6454	4:-0.98337	
0 1:-0.54648	2:-1.2777	3:-0.23772	4:-0.5558	
0 1:-3.5459	2:-6.2302	3:-3.5475	4:-6.233	
0 1:-10737.1942	2:-7301.6665	3:-10731.7622	4:-7297.9725	
0 1:-5402.6389	2:-7765.667	3:-5401.7593	4:-7764.4026	
0 1:-1.1628	2:-0.77444	3:0.36483	4:0.24298	
0 1:2.3616	2:0.84461	3:-3.4626	4:-1.2383	
0 1:-5.7747	2:-6.251	3:-7.216	4:-7.8113	
0 1:1.9898	2:1.6919	3:1.6552	4:1.4074	
0 1:-0.7571	2:-3.5112	3:0.93286	4:4.3262	
0 1:-2.9093	2:-7.8183	3:-3.147	4:-8.457	
0 1:-3.866	2:-1.6381	3:-4.4539	4:-1.8872	
0 1:-0.90889	2:-1.2016	3:-1.7795	4:-2.3525	
0 1:-1.3492	2:-1.6483	3:-1.1699	4:-1.4293	
0 1:-13144.3367	2:-13670.1102	3:-13142.1538	4:-13667.84	
0 1:-2.0927	2:-3.8226	3:-2.0377	4:-3.7222	
0 1:-1.9987	2:-2.7274	3:-1.084	4:-1.4792	
0 1:-0.83245	2:-2.5862	3:-0.28366	4:-0.88126	
0 1:-12.4976	2:-11.8002	3:-9.3968	4:-8.8724	
0 1:-1.9692	2:-6.4839	3:-1.6261	4:-5.354	
0 1:-0.0058106	2:-0.0047985	3:-2.8495	4:-2.3532	
0 1:-13374.3195	2:-6369.2081	3:-13376.9026	4:-6370.4382	
0 1:-2795.605	2:-5413.9984	3:-2799.0878	4:-5420.7432	
0 1:2.0752	2:3.215	3:0.49283	4:0.76353	
0 1:-2.7065	2:-4.6869	3:-1.9976	4:-3.4592	
0 1:0.47446	2:1.0722	3:-1.9987	4:-4.5167	
0 1:-3952.1171	2:-15723.1174	3:-3953.9226	4:-15730.3005	
